Place,Price,Bedroom,Bathroom,Saleable Area,Area,Region
MARINELLA 深湾九號,45000000.0,3.0,2.0,117.8, Aberdeen/Ap Lei Chau, Hong Kong Island
MARINELLA 深湾九號,45000000.0,2.0,2.0,86.68, Aberdeen/Ap Lei Chau, Hong Kong Island
MARINELLA 深湾九號,43800000.0,3.0,3.0,102.66, Aberdeen/Ap Lei Chau, Hong Kong Island
Pearl Gardens 明珠台,45000000.0,4.0,2.0,195.1, Mid Level West, Hong Kong Island
The Waterfront 漾日居,43200000.0,3.0,2.0,111.48, Tsimshatsui/Jordan, Kowloon
The Legend 名門,43000000.0,4.0,3.0,128.86, Wanchai/Causeway Bay, Hong Kong Island
Wealthy Heights 威豪閣,43000000.0,3.0,2.0,147.16, Mid Level Central, Hong Kong Island
The Leighton Hill 禮頓山,43000000.0,3.0,3.0,85.84, Happy Valley/Mid Level East, Hong Kong Island
SKYLINE MANSION 年豐園,43000000.0,4.0,3.5,143.81, Mid Level West, Hong Kong Island
MARINELLA 深湾九號,43000000.0,3.0,2.0,102.66, Aberdeen/Ap Lei Chau, Hong Kong Island
MARINELLA 深湾九號,43000000.0,3.0,2.0,103.87, Aberdeen/Ap Lei Chau, Hong Kong Island
AZURA 蔚然,43000000.0,3.0,3.0,121.52, Mid Level West, Hong Kong Island
IMPERIAL COURT 帝豪閣,42000000.0,3.0,2.0,115.76, Mid Level West, Hong Kong Island
Hillsborough Court 曉峰閣,42000000.0,3.0,2.5,93.65, Mid Level Central, Hong Kong Island
MARINELLA 深湾九號,42000000.0,3.0,2.0,103.87, Aberdeen/Ap Lei Chau, Hong Kong Island
MARINELLA 深湾九號,42000000.0,3.0,2.0,102.94, Aberdeen/Ap Lei Chau, Hong Kong Island
MARINELLA 深湾九號,42000000.0,2.0,2.0,85.19, Aberdeen/Ap Lei Chau, Hong Kong Island
MARINELLA 深湾九號,42000000.0,3.0,2.0,103.87, Aberdeen/Ap Lei Chau, Hong Kong Island
Tsam Chuk Wan 斬竹灣,42000000.0,3.0,2.5,195.1, Sai Kung, New Territories East
Twin Bay Villas 勝景別墅,41800000.0,3.0,2.0,161.84, Sai Kung, New Territories East
SKYLINE MANSION 年豐園,41000000.0,2.0,2.0,127.09, Mid Level West, Hong Kong Island
The Masterpiece 名鑄,40800000.0,2.0,2.0,104.33, Tsimshatsui/Jordan, Kowloon
Goodview garden 豐景台,40000000.0,3.0,3.0,140.47, Happy Valley/Mid Level East, Hong Kong Island
The Arch 凱旋門,40000000.0,1.0,1.5,89.28, Kowloon Station, Kowloon
Valais 天巒,40000000.0,3.0,4.0,190.17, Sheung Shui/Fanling, New Territories East
The Masterpiece 名鑄,40000000.0,3.0,3.0,95.88, Tsimshatsui/Jordan, Kowloon
Mirror Marina 鑑波樓,39000000.0,4.0,2.0,165.0, Mid Level West, Hong Kong Island
The Harbourside 君臨天下,38000000.0,3.0,2.0,97.64, Kowloon Station, Kowloon
Welldo Villa 威都別墅,38000000.0,6.0,5.0,390.19, Sai Kung, New Territories East
Mount Pavilia 傲瀧,38000000.0,4.0,4.0,170.38, Sai Kung, New Territories East
Greenville Gardens 嘉苑,38000000.0,3.0,2.5,120.77, Happy Valley/Mid Level East, Hong Kong Island
Valais 天巒,38000000.0,3.0,4.0,191.19, Sheung Shui/Fanling, New Territories East
One Pacific Heights 盈峰一號,38000000.0,5.0,3.0,122.54, Sheung Wan/Central/Admiralty, Hong Kong Island
Mirror Marina,39000000.0,4.0,2.0,165.0, Mid Level West, Hong Kong Island
Splendour Villa 雅景閣,37500000.0,2.0,2.0,91.79, Peak/South, Hong Kong Island
Ha Yeung Village 下洋村,37500000.0,5.0,3.0,195.1, Sai Kung, New Territories East
The Masterpiece 名鑄,37500000.0,2.0,3.0,105.26, Tsimshatsui/Jordan, Kowloon
LARVOTTO 南灣,37000000.0,2.0,2.0,107.86, Aberdeen/Ap Lei Chau, Hong Kong Island
Double Cove 迎海,37000000.0,4.0,2.5,126.53, Shatin, New Territories East
MARINELLA 深湾九號,36800000.0,3.0,3.0,102.56, Aberdeen/Ap Lei Chau, Hong Kong Island
DRAGONVIEW COURT 龍騰閣,36800000.0,3.0,2.0,95.13, Mid Level West, Hong Kong Island
SCENIC VILLAS 美景臺,36000000.0,4.0,2.0,183.76, Peak/South, Hong Kong Island
STANFORD VILLA 旭逸居,36000000.0,3.0,2.0,79.43, Peak/South, Hong Kong Island
BAGUIO VILLA 碧瑤灣,36000000.0,3.0,2.0,122.07, Peak/South, Hong Kong Island
Double Cove 迎海,36000000.0,4.0,2.5,126.53, Shatin, New Territories East
The Harbourside 君臨天下,36000000.0,3.0,2.0,105.26, Kowloon Station, Kowloon
Valais 天巒,36000000.0,3.0,4.0,205.87, Sheung Shui/Fanling, New Territories East
Right Mansion 利德大廈,36000000.0,3.0,3.0,140.19, Mid Level West, Hong Kong Island
South Bay Palace 南灣御苑,35800000.0,3.0,2.0,121.42, Peak/South, Hong Kong Island
Manly Mansion 文麗苑,35000000.0,3.0,2.0,160.44, Mid Level West, Hong Kong Island
Evergreen Villa 松柏新村,35000000.0,3.0,2.5,141.68, Happy Valley/Mid Level East, Hong Kong Island
FLORA GARDEN 慧景園,35000000.0,3.0,2.5,110.83, Wanchai/Causeway Bay, Hong Kong Island
The Waterfront 漾日居,35000000.0,3.0,2.0,99.96, Tsimshatsui/Jordan, Kowloon
BAGUIO VILLA 碧瑤灣,35000000.0,3.0,2.0,126.63, Peak/South, Hong Kong Island
Splendour Villa 雅景閣,35000000.0,3.0,2.0,79.71, Peak/South, Hong Kong Island
Constellation Cove 滌濤山,35000000.0,4.0,3.5,215.07, Tai Po Mid Level/Hong Lok Yuen, New Territories East
The Masterpiece 名鑄,35000000.0,2.0,2.0,94.39, Tsimshatsui/Jordan, Kowloon
"Sheung Sze Wan, Clearwater Bay 清水灣相思灣",35000000.0,4.0,3.0,195.1, Sai Kung, New Territories East
Hong Lok Mansion 康樂大廈,35000000.0,3.0,2.5,120.22, Mid Level Central, Hong Kong Island
31 Robinson Road 羅便臣道31號,35000000.0,3.0,2.0,93.55, Mid Level West, Hong Kong Island
MARINELLA 深湾九號,35000000.0,2.0,2.0,85.19, Aberdeen/Ap Lei Chau, Hong Kong Island
Cadogan 加多近山,35000000.0,,1.0,79.53, Kennedy Town/Sai Yin Pun, Hong Kong Island
Robinson Place 雍景臺,35000000.0,3.0,2.0,104.33, Mid Level West, Hong Kong Island
MARINELLA 深湾九號,35000000.0,2.0,2.0,85.19, Aberdeen/Ap Lei Chau, Hong Kong Island
Right Mansion 利德大廈,36000000.0,2.0,2.0,140.19, Mid Level West, Hong Kong Island
Robinson Place 雍景臺,34800000.0,3.0,2.0,97.36, Mid Level West, Hong Kong Island
Manly Mansion 文麗苑,34500000.0,3.0,2.0,160.44, Mid Level West, Hong Kong Island
Greenville Gardens 嘉苑,34500000.0,3.0,2.5,120.77, Happy Valley/Mid Level East, Hong Kong Island
The Masterpiece 名鑄,34500000.0,2.0,3.0,95.97, Tsimshatsui/Jordan, Kowloon
Villa Rocha 樂翠台,34000000.0,3.0,2.5,106.56, Happy Valley/Mid Level East, Hong Kong Island
Valais 天巒,34000000.0,3.0,4.0,189.89, Sheung Shui/Fanling, New Territories East
The Masterpiece 名鑄,34000000.0,2.0,3.0,105.26, Tsimshatsui/Jordan, Kowloon
Greenville Gardens 嘉苑,33800000.0,3.0,2.5,111.48, Happy Valley/Mid Level East, Hong Kong Island
SKYLINE MANSION 年豐園,33800000.0,2.0,2.5,110.93, Mid Level West, Hong Kong Island
Fairway Vista 翡翠別墅,34800000.0,4.0,3.5,195.1, Sai Kung, New Territories East
The Legend 名門,33000000.0,3.0,3.5,102.56, Wanchai/Causeway Bay, Hong Kong Island
Wing Way Court 永威閣,33000000.0,3.0,2.0,137.31, Mid Level Central, Hong Kong Island
Beau Cloud Mansion 碧雲樓,33000000.0,3.0,2.0,133.5, Mid Level Central, Hong Kong Island
Long Mansion 長庚大廈,33000000.0,3.0,2.0,150.78, Mid Level West, Hong Kong Island
The Masterpiece 名鑄,33000000.0,2.0,2.0,104.33, Tsimshatsui/Jordan, Kowloon
Villa Lotto 樂陶苑,33000000.0,3.0,2.5,103.77, Happy Valley/Mid Level East, Hong Kong Island
Valais 天巒,33000000.0,4.0,2.0,189.89, Sheung Shui/Fanling, New Territories East
HARBOUR ONE 維壹,33000000.0,3.0,2.0,104.7, Kennedy Town/Sai Yin Pun, Hong Kong Island
Right Mansion 利德大廈,32800000.0,3.0,2.0,140.19, Mid Level West, Hong Kong Island
Valais 天巒,32800000.0,3.0,4.0,171.5, Sheung Shui/Fanling, New Territories East
Convention Plaza Apartments 會展中心會景閣,33000000.0,2.0,1.0,93.0, Wanchai/Causeway Bay, Hong Kong Island
FLORA GARDEN 慧景園,32500000.0,3.0,2.5,110.83, Wanchai/Causeway Bay, Hong Kong Island
FLORA GARDEN 慧景園,32500000.0,3.0,3.0,109.81, Wanchai/Causeway Bay, Hong Kong Island
Villa Lotto 樂陶苑,32500000.0,3.0,2.5,102.47, Happy Valley/Mid Level East, Hong Kong Island
BAGUIO VILLA 碧瑤灣,32000000.0,3.0,2.0,120.4, Peak/South, Hong Kong Island
The Victoria Towers 港景峰,32000000.0,3.0,2.0,80.08, Tsimshatsui/Jordan, Kowloon
Mandarin Villa 文華新村,32000000.0,3.0,2.5,108.51, Wanchai/Causeway Bay, Hong Kong Island
REALTY GARDENS 聯邦花園,32000000.0,2.0,2.0,108.32, Mid Level West, Hong Kong Island
HONG KONG PARKVIEW 陽明山莊,31500000.0,2.0,2.0,93.0, Peak/South, Hong Kong Island
Ning Yeung Terrace 寧養臺,31000000.0,3.0,2.0,132.67, Mid Level West, Hong Kong Island
Swiss Towers 瑞士花園,31000000.0,3.0,2.5,117.52, Happy Valley/Mid Level East, Hong Kong Island
The Belcher's 寶翠園,30880000.0,3.0,2.0,115.57, Kennedy Town/Sai Yin Pun, Hong Kong Island
Camelot Height 金鑾閣,30800000.0,3.0,2.0,111.3, Happy Valley/Mid Level East, Hong Kong Island
Mayfair by the Sea 逸瓏灣,30800000.0,4.0,3.0,113.06, Tai Po Market/Tai Wo, New Territories East
The Hermitage 帝峰‧皇殿,31000000.0,4.0,2.0,103.4, Olympic Station, Kowloon
BAGUIO VILLA 碧瑤灣,30000000.0,3.0,2.0,123.93, Peak/South, Hong Kong Island
The Belcher's 寶翠園,30000000.0,3.0,2.0,104.61, Kennedy Town/Sai Yin Pun, Hong Kong Island
Island Crest 縉城峰,30000000.0,3.0,2.0,81.94, Kennedy Town/Sai Yin Pun, Hong Kong Island
Sea and Sky Court 海天別墅,30000000.0,3.0,2.0,140.28, Peak/South, Hong Kong Island
Peninsula Heights 星輝豪庭,30000000.0,3.0,2.5,102.84, Kowloon Tong/Beacon Hill, Kowloon
The Belcher's 寶翠園,30000000.0,3.0,2.5,88.07, Kennedy Town/Sai Yin Pun, Hong Kong Island
"Tai Tan Tsuen, Sai Kung 西貢大灘村",30000000.0,5.0,3.0,195.1, Sai Kung, New Territories East
BAGUIO VILLA 碧瑤灣,30000000.0,3.0,2.0,125.42, Peak/South, Hong Kong Island
The Masterpiece 名鑄,30000000.0,2.0,3.0,108.14, Tsimshatsui/Jordan, Kowloon
Lo Tik Wan,29800000.0,4.0,3.0,195.1, Lamma Island, New Territories West
IMPERIAL COURT 帝豪閣,29800000.0,3.0,2.0,115.76, Mid Level West, Hong Kong Island
Providence Bay 天賦海灣,29800000.0,3.0,2.5,144.19, Tai Po Mid Level/Hong Lok Yuen, New Territories East
Cadogan 加多近山,29800000.0,3.0,2.0,85.01, Kennedy Town/Sai Yin Pun, Hong Kong Island
LYTTELTON GARDEN 俊賢花園,29800000.0,3.0,2.0,80.55, Mid Level West, Hong Kong Island
GLORY HEIGHTS 嘉和苑,29500000.0,2.0,1.0,68.84, Mid Level West, Hong Kong Island
MARINELLA 深湾九號,29500000.0,2.0,2.0,77.95, Aberdeen/Ap Lei Chau, Hong Kong Island
Greenville Gardens 嘉苑,29800000.0,3.0,2.5,120.77, Happy Valley/Mid Level East, Hong Kong Island
MARINELLA 深湾九號,30000000.0,3.0,2.0,92.9, Aberdeen/Ap Lei Chau, Hong Kong Island
37 REPULSE BAY ROAD 淺水灣道37號,30000000.0,2.0,2.0,78.78, Peak/South, Hong Kong Island
Park Garden 柏園,29000000.0,3.0,2.5,105.17, Wanchai/Causeway Bay, Hong Kong Island
The Waterfront 漾日居,29000000.0,3.0,2.0,98.29, Tsimshatsui/Jordan, Kowloon
Convention Plaza Apartments 會展中心會景閣,29000000.0,2.0,2.0,78.97, Wanchai/Causeway Bay, Hong Kong Island
ALBRON COURT 豐樂閣,28500000.0,3.0,3.0,127.0, Mid Level West, Hong Kong Island
80 Robinson Road 羅便臣道80號,28500000.0,,1.0,78.04, Mid Level West, Hong Kong Island
80 Robinson Road 羅便臣道80號,28000000.0,3.0,2.0,79.43, Mid Level West, Hong Kong Island
Chenyu Court 燦如閣,28000000.0,3.0,2.0,105.26, Mid Level Central, Hong Kong Island
Camelot Height 金鑾閣,28000000.0,3.0,2.0,111.3, Happy Valley/Mid Level East, Hong Kong Island
Sea and Sky Court 海天別墅,28000000.0,3.0,2.0,140.28, Peak/South, Hong Kong Island
Grand Court 嘉蘭閣,28000000.0,3.0,2.0,74.23, Happy Valley/Mid Level East, Hong Kong Island
Hong Lok Yuen 康樂園,28000000.0,3.0,2.0,129.04, Tai Po Market/Tai Wo, New Territories East
Tuen Mun Court 屯門閣,28000000.0,3.0,3.0,136.1, Sham Tseng/Castle Peak Road (Tuen Mun Portion), New Territories West
Best View Court 好景大廈,28000000.0,2.0,2.0,121.8, Mid Level Central, Hong Kong Island
BLUE POOL GARDEN 藍塘花園,28000000.0,3.0,2.5,101.73, Happy Valley/Mid Level East, Hong Kong Island
The Masterpiece 名鑄,28000000.0,1.0,2.0,75.81, Tsimshatsui/Jordan, Kowloon
BOTANIC TERRACE 芝蘭台,28000000.0,2.0,2.0,107.4, Mid Level West, Hong Kong Island
The Green 歌賦嶺,28000000.0,3.0,3.5,252.7, Sheung Shui/Fanling, New Territories East
REALTY GARDENS 聯邦花園,28000000.0,3.0,2.0,108.32, Mid Level West, Hong Kong Island
Robinson Place 雍景臺,28000000.0,3.0,2.0,105.72, Mid Level West, Hong Kong Island
Linden Height 年達園,27380000.0,2.0,2.0,90.39, Wanchai/Causeway Bay, Hong Kong Island
Robinson Place 雍景臺,27300000.0,3.0,2.0,103.59, Mid Level West, Hong Kong Island
Sea and Sky Court 海天別墅,27000000.0,3.0,2.0,144.93, Peak/South, Hong Kong Island
Island Crest 縉城峰,27000000.0,3.0,2.0,81.38, Kennedy Town/Sai Yin Pun, Hong Kong Island
40-42 Circular Pathway 弓絃巷40-42號,27000000.0,1.0,2.5,92.07, Sheung Wan/Central/Admiralty, Hong Kong Island
Robinson Place 雍景臺,27000000.0,3.0,2.0,99.68, Mid Level West, Hong Kong Island
BAGUIO VILLA 碧瑤灣,27000000.0,3.0,2.0,120.4, Peak/South, Hong Kong Island
AQUA 33,26800000.0,3.0,2.0,123.0, Peak/South, Hong Kong Island
The Cullinan 天璽,26800000.0,1.0,1.0,51.19, Kowloon Station, Kowloon
Greenville Gardens 嘉苑,26500000.0,4.0,2.5,112.23, Happy Valley/Mid Level East, Hong Kong Island
Convention Plaza Apartments 會展中心會景閣,26350000.0,2.0,2.0,103.59, Wanchai/Causeway Bay, Hong Kong Island
Convention Plaza Apartments 會展中心會景閣,26350000.0,2.0,1.0,103.59, Wanchai/Causeway Bay, Hong Kong Island
Star Crest 星域軒,26000000.0,2.0,1.0,66.8, Wanchai/Causeway Bay, Hong Kong Island
Star Crest 星域軒,26000000.0,2.0,1.0,73.11, Wanchai/Causeway Bay, Hong Kong Island
Best View Court 好景大廈,26000000.0,3.0,2.0,121.8, Mid Level Central, Hong Kong Island
Celeste Court 蔚雲閣,26000000.0,3.0,2.5,87.89, Happy Valley/Mid Level East, Hong Kong Island
Goodview Court 欣翠閣,26000000.0,2.0,2.0,96.99, Sheung Wan/Central/Admiralty, Hong Kong Island
Grand Austin,26000000.0,3.0,2.0,82.96, Olympic Station, Kowloon
Ronsdale Garden 龍華花園,26000000.0,3.0,2.5,90.67, Wanchai/Causeway Bay, Hong Kong Island
The Legend 名門,26000000.0,3.0,2.0,80.92, Wanchai/Causeway Bay, Hong Kong Island
Robinson Place 雍景臺,26000000.0,3.0,2.0,99.13, Mid Level West, Hong Kong Island
The Waterfront 漾日居,26000000.0,3.0,2.0,87.61, Tsimshatsui/Jordan, Kowloon
Cheung Yick Industrial Building 長益工業大廈,26488000.0,,1.0,832.88, Shau Kei Wan/Chai Wan/Island Resort, Hong Kong Island
Elegant Terrace 慧明苑,25500000.0,3.0,2.0,95.41, Mid Level West, Hong Kong Island
Greenery Garden 怡林閣,25500000.0,3.0,2.0,121.61, Peak/South, Hong Kong Island
Ng Fai Tin Village 五塊田,25500000.0,4.0,3.0,195.1, Sai Kung, New Territories East
Elegant Terrace 慧明苑,26000000.0,5.0,2.0,95.41, Mid Level West, Hong Kong Island
Convention Plaza Apartments 會展中心會景閣,25500000.0,2.0,1.0,91.42, Wanchai/Causeway Bay, Hong Kong Island
Monticello 滿峰台,25000000.0,3.0,2.0,102.84, Happy Valley/Mid Level East, Hong Kong Island
39 Lyttelton Road 列堤頓道39號,25000000.0,2.0,2.0,89.09, Mid Level West, Hong Kong Island
Merry Garden 豐樂新村,25000000.0,3.0,2.0,90.58, Wanchai/Causeway Bay, Hong Kong Island
BAGUIO VILLA 碧瑤灣,25000000.0,2.0,2.0,90.67, Peak/South, Hong Kong Island
MARINELLA 深湾九號,25000000.0,1.0,1.0,55.37, Aberdeen/Ap Lei Chau, Hong Kong Island
Soho 189 西浦,25000000.0,3.0,2.5,82.03, Kennedy Town/Sai Yin Pun, Hong Kong Island
Shun Hing Building 順興大廈,25000000.0,2.0,2.0,70.79, Kennedy Town/Sai Yin Pun, Hong Kong Island
Greenville Gardens 嘉苑,25000000.0,3.0,2.5,107.58, Happy Valley/Mid Level East, Hong Kong Island
Gardenview Heights 嘉景臺,25000000.0,3.0,2.0,97.46, Wanchai/Causeway Bay, Hong Kong Island
MARINELLA 深湾九號,25000000.0,1.0,1.0,55.28, Aberdeen/Ap Lei Chau, Hong Kong Island
The Masterpiece 名鑄,25000000.0,1.0,1.0,56.3, Tsimshatsui/Jordan, Kowloon
Cheung Yick Industrial Building 長益工業大廈,25688800.0,,1.0,832.88, Shau Kei Wan/Chai Wan/Island Resort, Hong Kong Island
Mau Po 茅莆,24800000.0,4.0,3.0,195.1, Sai Kung, New Territories East
LARVOTTO 南灣,24800000.0,3.0,2.0,72.84, Aberdeen/Ap Lei Chau, Hong Kong Island
Kam Ning Mansion 金寧大廈,24500000.0,2.0,2.0,102.01, Mid Level West, Hong Kong Island
Altro 懿山,24500000.0,3.0,2.0,74.32, Kennedy Town/Sai Yin Pun, Hong Kong Island
Residence Bel-air* 貝沙灣,24500000.0,2.0,1.0,60.67, Bel-Air, Hong Kong Island
The Austin,24500000.0,3.0,2.0,80.08, Kowloon Station, Kowloon
One Wanchai,24280000.0,3.0,2.0,79.53, Wanchai/Causeway Bay, Hong Kong Island
Yue Yan Mansion 裕仁大廈,24000000.0,3.0,2.0,133.97, Peak/South, Hong Kong Island
Monticello 滿峰台,24000000.0,3.0,2.0,102.84, Happy Valley/Mid Level East, Hong Kong Island
Island Crest 縉城峰,24000000.0,3.0,2.0,70.51, Kennedy Town/Sai Yin Pun, Hong Kong Island
Star Crest 星域軒,24000000.0,3.0,2.0,83.43, Wanchai/Causeway Bay, Hong Kong Island
Kensington Hill 高街98號,24000000.0,3.0,2.0,74.69, Kennedy Town/Sai Yin Pun, Hong Kong Island
MARINELLA 深湾九號,24000000.0,1.0,1.0,55.28, Aberdeen/Ap Lei Chau, Hong Kong Island
The Waterfront 漾日居,24000000.0,3.0,2.0,87.42, Tsimshatsui/Jordan, Kowloon
The Oakhill 萃峰,23950000.0,3.0,3.0,81.29, Wanchai/Causeway Bay, Hong Kong Island
Kingsfield Garden 康輝園,23900000.0,3.0,2.0,109.16, North Point/Fortress Hill, Hong Kong Island
Island Crest 縉城峰,23800000.0,3.0,2.0,70.89, Kennedy Town/Sai Yin Pun, Hong Kong Island
Serenade 上林,23800000.0,3.0,2.0,73.21, Wanchai/Causeway Bay, Hong Kong Island
The Waterfront 漾日居,23800000.0,3.0,2.0,80.83, Tsimshatsui/Jordan, Kowloon
Sunny Villa 新麗苑,23600000.0,4.0,3.0,186.27, Tsuen Wan, New Territories West
The Belcher's 寶翠園,23530000.0,2.0,2.0,69.58, Kennedy Town/Sai Yin Pun, Hong Kong Island
Green View Mansion 翠景樓,23500000.0,2.0,2.0,85.94, Happy Valley/Mid Level East, Hong Kong Island
Full View Court 富威閣,23500000.0,2.0,2.5,87.24, Happy Valley/Mid Level East, Hong Kong Island
Convention Plaza Apartments 會展中心會景閣,23699000.0,1.0,1.0,69.49, Wanchai/Causeway Bay, Hong Kong Island
Green Villa 嘉翠苑,23800000.0,3.0,2.0,154.31, Sai Kung, New Territories East
Island Crest 縉城峰,23200000.0,3.0,2.0,70.79, Kennedy Town/Sai Yin Pun, Hong Kong Island
Robinson Heights 樂信臺,23000000.0,2.0,2.0,70.33, Mid Level West, Hong Kong Island
Greenville Gardens 嘉苑,23000000.0,3.0,2.5,107.58, Happy Valley/Mid Level East, Hong Kong Island
Mayfair by the Sea 逸瓏灣,23000000.0,3.0,1.0,68.1, Tai Po Market/Tai Wo, New Territories East
Mayfair by the Sea 逸瓏灣,23000000.0,3.0,2.0,95.88, Tai Po Market/Tai Wo, New Territories East
Valais 天巒,23000000.0,3.0,3.0,150.04, Sheung Shui/Fanling, New Territories East
The Warren 瑆華,23000000.0,2.0,2.0,56.67, Wanchai/Causeway Bay, Hong Kong Island
Pak Kong Village House,22800000.0,4.0,4.0,195.1, Sai Kung, New Territories East
Hing Keng Shek 慶徑石,22800000.0,3.0,2.5,195.1, Sai Kung, New Territories East
Convention Plaza Apartments 會展中心會景閣,23000000.0,2.0,1.0,91.97, Wanchai/Causeway Bay, Hong Kong Island
Caribbean Villa 碧雲苑,22500000.0,4.0,3.5,195.1, Sai Kung, New Territories East
GRAMERCY 瑧環,22308000.0,2.0,2.0,62.8, Mid Level West, Hong Kong Island
Phoenix Court 鳳凰閣,22000000.0,3.0,2.0,103.96, Wanchai/Causeway Bay, Hong Kong Island
Kensington Hill 高街98號,22000000.0,3.0,2.0,71.16, Kennedy Town/Sai Yin Pun, Hong Kong Island
Discovery Bay 愉景灣,22000000.0,3.0,2.0,153.29, Discovery Bay/Islands, New Territories West
Shan Kwong Towers 山光苑,22000000.0,3.0,2.0,81.75, Happy Valley/Mid Level East, Hong Kong Island
Billion Terrace 千葉居,22000000.0,2.0,2.0,72.84, Happy Valley/Mid Level East, Hong Kong Island
The Pavilia Hill 柏傲山,22000000.0,2.0,2.0,66.61, Wanchai/Causeway Bay, Hong Kong Island
The Masterpiece 名鑄,22000000.0,1.0,1.0,56.67, Tsimshatsui/Jordan, Kowloon
The Masterpiece 名鑄,22000000.0,1.0,1.5,56.11, Tsimshatsui/Jordan, Kowloon
Greencliff 翠壁,22000000.0,2.0,2.0,88.63, Happy Valley/Mid Level East, Hong Kong Island
The Waterfront 漾日居,22000000.0,3.0,2.0,73.77, Tsimshatsui/Jordan, Kowloon
LARVOTTO 南灣,22000000.0,3.0,2.0,94.11, Aberdeen/Ap Lei Chau, Hong Kong Island
ALASSIO 殷然,21800000.0,2.0,1.0,54.44, Mid Level West, Hong Kong Island
2 Park Road 柏道2號,21800000.0,3.0,2.0,74.14, Mid Level West, Hong Kong Island
The Masterpiece 名鑄,21800000.0,1.0,2.0,75.81, Tsimshatsui/Jordan, Kowloon
Yuen Ming Building 元明大廈,21580000.0,2.0,2.0,111.48, Mid Level West, Hong Kong Island
Cadogan 加多近山,21500000.0,3.0,2.0,85.01, Kennedy Town/Sai Yin Pun, Hong Kong Island
Nam Pin Wai 南邊圍,21500000.0,5.0,2.5,195.1, Sai Kung, New Territories East
MARINELLA 深湾九號,21500000.0,1.0,1.0,55.28, Aberdeen/Ap Lei Chau, Hong Kong Island
The Green 歌賦嶺,21000000.0,1.0,1.0,188.78, Sheung Shui/Fanling, New Territories East
Monmouth Place 萬信臺,21000000.0,3.0,2.0,89.37, Wanchai/Causeway Bay, Hong Kong Island
Mandarin Villa 文華新村,21000000.0,2.0,2.0,58.44, Wanchai/Causeway Bay, Hong Kong Island
Royal Court 皇朝閣,21000000.0,3.0,2.0,65.22, Wanchai/Causeway Bay, Hong Kong Island
The Austin,21000000.0,2.0,2.0,60.11, Kowloon Station, Kowloon
Green Villas 嘉翠苑,21000000.0,2.0,2.0,154.31, Sai Kung, New Territories East
Discovery Bay 愉景灣,21000000.0,3.0,2.5,120.31, Discovery Bay/Islands, New Territories West
Four Winds 恆琪園,21000000.0,3.0,1.5,90.77, Peak/South, Hong Kong Island
The Green 歌賦嶺,21000000.0,,1.0,122.17, Sheung Shui/Fanling, New Territories East
Kam Kin Mansion 金堅大廈,20800000.0,3.0,2.0,97.55, Mid Level West, Hong Kong Island
2 Wang Tak Street 宏德街2號,20800000.0,3.0,2.0,94.48, Happy Valley/Mid Level East, Hong Kong Island
Winner Court 榮華閣,20800000.0,3.0,2.0,95.97, Mid Level West, Hong Kong Island
Blue Pool Lodge 愉苑,20680000.0,3.0,2.5,100.89, Happy Valley/Mid Level East, Hong Kong Island
Four Winds 恆琪園,21000000.0,3.0,1.5,90.77, Peak/South, Hong Kong Island
Yue Yan Mansion 裕仁大廈,20500000.0,2.0,2.0,95.88, Peak/South, Hong Kong Island
1 Tai Hang Road 大坑道1號,20380000.0,3.0,2.0,81.01, Happy Valley/Mid Level East, Hong Kong Island
Phoenix Court 鳳凰閣,20000000.0,2.0,2.0,106.0, Wanchai/Causeway Bay, Hong Kong Island
Grandview Tower 慧景臺,20000000.0,3.0,2.0,74.32, Mid Level West, Hong Kong Island
Four Winds 恆琪園,20000000.0,3.0,1.5,90.77, Peak/South, Hong Kong Island
Hawthorn Garden 荷塘苑,20000000.0,3.0,2.0,77.3, Happy Valley/Mid Level East, Hong Kong Island
Jardine Summit 渣甸豪庭,19900000.0,3.0,2.0,70.89, Wanchai/Causeway Bay, Hong Kong Island
ALASSIO 殷然,19800000.0,2.0,1.0,53.98, Mid Level West, Hong Kong Island
Convention Plaza Apartments 會展中心會景閣,19800000.0,1.0,1.0,67.82, Wanchai/Causeway Bay, Hong Kong Island
1D High Street 高街1D號,19500000.0,2.0,2.0,93.83, Kennedy Town/Sai Yin Pun, Hong Kong Island
BLESSINGS GARDEN 殷樺花園,19500000.0,3.0,3.0,76.09, Mid Level West, Hong Kong Island
GRAMERCY 瑧環,19500000.0,2.0,1.0,60.39, Mid Level West, Hong Kong Island
Ronsdale Garden 龍華花園,19500000.0,2.0,2.0,64.47, Wanchai/Causeway Bay, Hong Kong Island
40-42 Gough Street 歌賦街40-42號,19000000.0,2.0,2.0,75.34, Sheung Wan/Central/Admiralty, Hong Kong Island
Ng Fai Tin Village 五塊田,19000000.0,4.0,3.0,162.58, Sai Kung, New Territories East
Greenery Garden 怡林閣,19000000.0,3.0,2.0,95.13, Peak/South, Hong Kong Island
Pak Shek Terrace,19000000.0,5.0,3.0,195.1, Sai Kung, New Territories East
Ronsdale Garden 龍華花園,19000000.0,3.0,2.0,64.47, Wanchai/Causeway Bay, Hong Kong Island
Royal Court 皇朝閣,18900000.0,3.0,2.0,65.22, Wanchai/Causeway Bay, Hong Kong Island
BAGUIO VILLA 碧瑤灣,18800000.0,2.0,2.0,90.67, Peak/South, Hong Kong Island
