Place,Price,Bedroom,Bathroom,Saleable Area,Area,Region
Phoenix Court 鳳凰閣,18800000.0,3.0,2.0,103.96, Wanchai/Causeway Bay, Hong Kong Island
Greencliff 翠壁,18800000.0,2.0,2.0,88.63, Happy Valley/Mid Level East, Hong Kong Island
Residence Bel-air* 貝沙灣,19200000.0,2.0,2.0,67.17, Bel-Air, Hong Kong Island
Residence Bel-air* 貝沙灣,19000000.0,2.0,2.0,66.15, Bel-Air, Hong Kong Island
2 Park Road 柏道2號,18500000.0,2.0,2.0,53.88, Mid Level West, Hong Kong Island
Grandview Tower 慧景臺,18500000.0,3.0,2.0,68.28, Mid Level West, Hong Kong Island
Providence Bay 天賦海灣,18500000.0,3.0,2.0,103.49, Tai Po Mid Level/Hong Lok Yuen, New Territories East
Lexington Hill,18500000.0,2.0,1.0,72.93, Kennedy Town/Sai Yin Pun, Hong Kong Island
Caroline Garden 加路連花園,18500000.0,2.0,2.0,69.86, Happy Valley/Mid Level East, Hong Kong Island
BAGUIO VILLA 碧瑤灣,18500000.0,2.0,2.0,84.17, Peak/South, Hong Kong Island
Caroline Garden 加路連花園,18500000.0,3.0,2.0,69.86, Happy Valley/Mid Level East, Hong Kong Island
GRAMERCY 瑧環,18800000.0,2.0,1.0,60.39, Mid Level West, Hong Kong Island
Avalon 雅景軒,18300000.0,1.0,1.5,63.92, Wanchai/Causeway Bay, Hong Kong Island
Way Man Court 匯文樓,18000000.0,3.0,2.0,87.98, Happy Valley/Mid Level East, Hong Kong Island
Peninsula East -,18000000.0,3.0,2.0,80.73, Lam Tin/Yau Tong, Kowloon
KIN YUEN MANSION 堅苑,18000000.0,2.0,1.0,49.24, Mid Level West, Hong Kong Island
Illumination Terrace 光明臺,18000000.0,3.0,1.0,67.91, Happy Valley/Mid Level East, Hong Kong Island
Convention Plaza Apartments 會展中心會景閣,18000000.0,1.0,1.0,57.88, Wanchai/Causeway Bay, Hong Kong Island
Cherry Crest 翠麗軒,18000000.0,3.0,2.0,71.72, Sheung Wan/Central/Admiralty, Hong Kong Island
Cherry Crest 翠麗軒,18000000.0,3.0,2.0,64.66, Sheung Wan/Central/Admiralty, Hong Kong Island
Hollywood Terrace 荷李活華庭,18000000.0,3.0,2.0,71.16, Sheung Wan/Central/Admiralty, Hong Kong Island
Friendship Court 友誼大廈,17500000.0,3.0,2.0,61.97, Happy Valley/Mid Level East, Hong Kong Island
Providence Bay 天賦海灣,17500000.0,4.0,3.0,95.41, Tai Po Mid Level/Hong Lok Yuen, New Territories East
Providence Bay 天賦海灣,17500000.0,3.0,3.0,95.41, Tai Po Mid Level/Hong Lok Yuen, New Territories East
Centre Point 尚賢居,17500000.0,3.0,2.0,62.43, Sheung Wan/Central/Admiralty, Hong Kong Island
Island Crest 縉城峰,17400000.0,2.0,1.0,51.75, Kennedy Town/Sai Yin Pun, Hong Kong Island
Caroline Garden 加路連花園,17600000.0,3.0,2.0,70.42, Happy Valley/Mid Level East, Hong Kong Island
Island Crest 縉城峰,17200000.0,2.0,1.0,51.75, Kennedy Town/Sai Yin Pun, Hong Kong Island
Peacock Mansion 孔翠樓,17000000.0,2.0,1.0,71.44, Mid Level West, Hong Kong Island
Island Crest 縉城峰,17000000.0,2.0,1.0,51.93, Kennedy Town/Sai Yin Pun, Hong Kong Island
Woodland Court 福臨閣,17000000.0,1.0,1.0,42.36, Mid Level West, Hong Kong Island
Richery Garden 德信花園,17000000.0,2.0,1.0,64.94, Happy Valley/Mid Level East, Hong Kong Island
Caroline Garden 加路連花園,17000000.0,3.0,2.0,74.14, Happy Valley/Mid Level East, Hong Kong Island
2 Park Road 柏道2號,17000000.0,2.0,2.0,56.11, Mid Level West, Hong Kong Island
Pioneer Court 柏莉園,16800000.0,2.0,1.0,53.61, Happy Valley/Mid Level East, Hong Kong Island
Europa Garden 歐意花園,16800000.0,3.0,3.0,138.24, Sheung Shui/Fanling, New Territories East
2 Park Road 柏道2號,16800000.0,2.0,2.0,59.83, Mid Level West, Hong Kong Island
15-16 Li Kwan Avenue 利群道15-16號,16800000.0,3.0,2.0,68.56, Wanchai/Causeway Bay, Hong Kong Island
Miramar Villa 美麗村,16800000.0,3.0,2.0,80.92, Happy Valley/Mid Level East, Hong Kong Island
2 Park Road 柏道2號,16800000.0,2.0,1.0,59.64, Mid Level West, Hong Kong Island
BAGUIO VILLA 碧瑤灣,16600000.0,3.0,2.0,90.67, Peak/South, Hong Kong Island
Peninsula East -,16500000.0,3.0,2.0,80.73, Lam Tin/Yau Tong, Kowloon
ROWEN COURT 樂賢居,16500000.0,2.0,1.0,65.78, Mid Level West, Hong Kong Island
33 Village Terrace 山村臺33號,16500000.0,2.0,2.0,102.47, Happy Valley/Mid Level East, Hong Kong Island
Goldwin Heights 高雲臺,16500000.0,3.0,2.0,74.51, Mid Level West, Hong Kong Island
Soho 38 Soho 38,16000000.0,2.0,1.0,47.01, Mid Level West, Hong Kong Island
Constellation Cove 滌濤山,16000000.0,3.0,3.0,101.17, Tai Po Mid Level/Hong Lok Yuen, New Territories East
CONDUIT TOWER 君德閣,16000000.0,2.0,1.0,52.68, Mid Level West, Hong Kong Island
BAGUIO VILLA 碧瑤灣,16000000.0,2.0,1.0,90.67, Peak/South, Hong Kong Island
Hillsborough Court 曉峰閣,16000000.0,2.0,1.0,62.9, Mid Level Central, Hong Kong Island
Imperial Cullinan 瓏璽,16000000.0,3.0,2.0,48.68, Olympic Station, Kowloon
Long Mei Village 朗尾,15980000.0,4.0,3.0,195.1, Sai Kung, New Territories East
Chong Yuen 暢園,15950000.0,3.0,2.0,71.26, Sheung Wan/Central/Admiralty, Hong Kong Island
Hollywood Terrace 荷李活華庭,15900000.0,1.0,1.0,57.23, Sheung Wan/Central/Admiralty, Hong Kong Island
Tai Au Mun 大坳門,15800000.0,3.0,3.5,130.06, Sai Kung, New Territories East
Kam Kin Mansion 金堅大廈,15800000.0,1.0,1.5,52.03, Mid Level West, Hong Kong Island
Vantage Park 慧豪閣,15700000.0,2.0,2.0,59.09, Mid Level West, Hong Kong Island
Greenway Terrace 匯翠台,15600000.0,3.0,2.0,59.74, Happy Valley/Mid Level East, Hong Kong Island
PRIMROSE COURT 蔚華閣,15500000.0,3.0,2.0,61.22, Mid Level West, Hong Kong Island
THE ICON -,15500000.0,2.0,1.0,47.01, Mid Level West, Hong Kong Island
PEAKSVILLE 蔚巒閣,15500000.0,,1.0,60.57, Mid Level West, Hong Kong Island
Bel Mount Garden 百麗花園,15300000.0,1.0,1.0,47.85, Sheung Wan/Central/Admiralty, Hong Kong Island
Discovery Bay 愉景灣,15200000.0,3.0,2.0,102.94, Discovery Bay/Islands, New Territories West
Palm Court 聚安閣,15000000.0,2.0,3.0,60.76, Happy Valley/Mid Level East, Hong Kong Island
Corona Tower 嘉景臺,15000000.0,3.0,2.0,65.03, Mid Level West, Hong Kong Island
Casas Domingo 嘉麗山莊,15000000.0,3.0,3.0,140.38, Sheung Shui/Fanling, New Territories East
THE PIERRE 加冕臺,15000000.0,1.0,1.0,39.02, Mid Level West, Hong Kong Island
H & S Building 嘉柏大廈,15000000.0,3.0,1.0,59.92, Happy Valley/Mid Level East, Hong Kong Island
Kingearn Building 興揚大廈,14950000.0,1.0,1.0,49.52, Mid Level West, Hong Kong Island
Jade Terrace 華翠臺,14900000.0,3.0,2.0,58.71, Wanchai/Causeway Bay, Hong Kong Island
Villa Serene 兆和軒,14900000.0,1.0,1.0,63.17, Sheung Wan/Central/Admiralty, Hong Kong Island
THE REDNAXELA 帝華臺,14800000.0,3.0,2.0,62.34, Mid Level West, Hong Kong Island
SHAM WAN TOWERS 深灣軒,14800000.0,2.0,2.0,54.63, Aberdeen/Ap Lei Chau, Hong Kong Island
Soho 38 Soho 38,14600000.0,2.0,1.0,45.34, Mid Level West, Hong Kong Island
Soho 38 Soho 38,14600000.0,2.0,1.0,45.43, Mid Level West, Hong Kong Island
Kam Wing Villa 錦榮花園,14500000.0,4.0,3.5,200.67, Yuen Long, New Territories West
Bel Mount Garden 百麗花園,14500000.0,2.0,1.0,47.47, Sheung Wan/Central/Admiralty, Hong Kong Island
Floral Tower 福熙苑,14500000.0,2.0,2.0,58.06, Mid Level West, Hong Kong Island
THE PIERRE 加冕臺,14500000.0,1.0,1.0,37.63, Mid Level West, Hong Kong Island
Centre Point 尚賢居,14500000.0,2.0,1.0,52.49, Sheung Wan/Central/Admiralty, Hong Kong Island
Gold King Mansion 高景大廈,14500000.0,2.0,1.0,52.68, Wanchai/Causeway Bay, Hong Kong Island
THE SUMMA 高士台,14500000.0,1.0,1.0,46.92, Kennedy Town/Sai Yin Pun, Hong Kong Island
Discovery Bay 愉景灣,14280000.0,3.0,2.0,119.1, Discovery Bay/Islands, New Territories West
GRAMERCY 瑧環,14500000.0,1.0,1.0,41.53, Mid Level West, Hong Kong Island
Island Crest 縉城峰,14000000.0,2.0,1.0,43.11, Kennedy Town/Sai Yin Pun, Hong Kong Island
1 Tai Hang Road 大坑道1號,14000000.0,1.0,1.0,53.42, Happy Valley/Mid Level East, Hong Kong Island
Island Crest 縉城峰,14000000.0,2.0,1.0,42.64, Kennedy Town/Sai Yin Pun, Hong Kong Island
Island Crest 縉城峰,14000000.0,2.0,1.0,42.64, Kennedy Town/Sai Yin Pun, Hong Kong Island
Bel Mount Garden 百麗花園,14000000.0,2.0,1.0,47.47, Sheung Wan/Central/Admiralty, Hong Kong Island
LARVOTTO 南灣,14000000.0,2.0,2.0,55.37, Aberdeen/Ap Lei Chau, Hong Kong Island
LARVOTTO 南灣,14000000.0,2.0,2.0,57.32, Aberdeen/Ap Lei Chau, Hong Kong Island
THE REDNAXELA 帝華臺,13990000.0,3.0,2.0,59.18, Mid Level West, Hong Kong Island
Jing Tai Garden Mansion 正大花園,13990000.0,2.0,2.0,72.37, Mid Level West, Hong Kong Island
THE PIERRE 加冕臺,13980000.0,1.0,1.0,34.19, Mid Level West, Hong Kong Island
Convention Plaza Apartments 會展中心會景閣,14100000.0,1.0,1.0,61.22, Wanchai/Causeway Bay, Hong Kong Island
Convention Plaza Apartments 會展中心會景閣,14000000.0,1.0,1.0,57.97, Wanchai/Causeway Bay, Hong Kong Island
Centre Place 匯賢居,13800000.0,2.0,1.0,40.6, Mid Level West, Hong Kong Island
NAMNING MANSION 南寧大廈,13800000.0,1.0,1.0,48.77, Mid Level West, Hong Kong Island
60 Victoria Road 域多利道60號,13800000.0,1.0,1.0,52.49, Kennedy Town/Sai Yin Pun, Hong Kong Island
6 Mee Lun Street 美輪街6號,13600000.0,2.0,1.0,57.79, Sheung Wan/Central/Admiralty, Hong Kong Island
Caine Mansion 堅都大廈,13500000.0,,1.0,45.52, Mid Level West, Hong Kong Island
Chun Hing Mansion 珍慶樓,13500000.0,2.0,2.0,65.5, Happy Valley/Mid Level East, Hong Kong Island
Woodlands Terrace 嘉倫軒,13500000.0,1.0,1.0,55.74, Mid Level West, Hong Kong Island
GRAMERCY 瑧環,13470000.0,1.0,1.0,41.71, Mid Level West, Hong Kong Island
Tai Hang Terrace 大坑台,13200000.0,2.0,1.0,47.47, Wanchai/Causeway Bay, Hong Kong Island
Altro 懿山,13000000.0,2.0,1.0,41.81, Kennedy Town/Sai Yin Pun, Hong Kong Island
Triumph Terrace 凱旋居,13000000.0,3.0,1.0,70.23, Ho Man Tin/King's Park, Kowloon
SCENIC RISE 御景臺,13000000.0,2.0,1.0,45.89, Mid Level West, Hong Kong Island
ALL FIT GARDEN 百合苑,13000000.0,2.0,1.0,51.19, Mid Level West, Hong Kong Island
45 Seymour Road/134 Caine Road,13000000.0,2.0,2.0,48.68, Mid Level West, Hong Kong Island
Discovery Bay 愉景灣,13000000.0,3.0,2.0,102.94, Discovery Bay/Islands, New Territories West
FAIRVIEW HEIGHT 輝煌臺,12950000.0,1.0,1.0,47.47, Mid Level West, Hong Kong Island
The Long Beach 浪澄灣,12800000.0,2.0,1.0,50.73, Olympic Station, Kowloon
Peace House 愉都大廈,12600000.0,2.0,2.0,70.89, Mid Level North Point, Hong Kong Island
Sherwood Court 誠和閣,12600000.0,3.0,2.0,64.38, Happy Valley/Mid Level East, Hong Kong Island
Mayfair by the Sea 逸瓏灣,12550000.0,3.0,2.0,84.82, Tai Po Market/Tai Wo, New Territories East
Tim Po Court 添寶閣,12500000.0,2.0,1.0,47.66, Mid Level West, Hong Kong Island
Queen's Terrace 帝后華庭,12500000.0,2.0,1.0,48.31, Sheung Wan/Central/Admiralty, Hong Kong Island
Cite 33 百匯軒,12500000.0,2.0,1.0,45.62, Mongkok/Yaumatei, Kowloon
Chatswood Villa 萬翠花園,12500000.0,1.0,1.0,53.23, Mid Level West, Hong Kong Island
Valiant Park 駿豪閣,12500000.0,2.0,1.0,48.4, Mid Level West, Hong Kong Island
122 Hollywood Road 荷李活道122號,12500000.0,2.0,1.0,61.41, Mid Level West, Hong Kong Island
Shiu King Court 兆景閣,12500000.0,1.0,1.0,48.87, Sheung Wan/Central/Admiralty, Hong Kong Island
Discovery Bay 愉景灣,12500000.0,3.0,2.0,83.61, Discovery Bay/Islands, New Territories West
Cadogan 加多近山,12500000.0,1.0,1.0,38.09, Kennedy Town/Sai Yin Pun, Hong Kong Island
Cadogan 加多近山,12500000.0,1.0,1.0,38.28, Kennedy Town/Sai Yin Pun, Hong Kong Island
Academic Terrace 學士臺,12500000.0,3.0,2.0,60.29, Kennedy Town/Sai Yin Pun, Hong Kong Island
King Inn Mansion 景怡大廈,12300000.0,3.0,1.0,57.23, Happy Valley/Mid Level East, Hong Kong Island
Hollywood Terrace 荷李活華庭,12100000.0,2.0,1.0,58.62, Sheung Wan/Central/Admiralty, Hong Kong Island
11-13 Old Bailey Street 奧卑利街11-13號,12000000.0,1.0,1.0,27.5, Sheung Wan/Central/Admiralty, Hong Kong Island
GRAMERCY 瑧環,12000000.0,1.0,1.0,35.3, Mid Level West, Hong Kong Island
Tse Land Mansion 紫蘭樓,12000000.0,2.0,1.0,60.39, Kennedy Town/Sai Yin Pun, Hong Kong Island
Ryan Mansion 樂欣大廈,12000000.0,1.0,2.0,47.38, Mid Level West, Hong Kong Island
Cimbria Court 金碧閣,11980000.0,2.0,1.0,46.08, Mid Level West, Hong Kong Island
Convention Plaza Apartments 會展中心會景閣,11883200.0,,1.0,38.83, Wanchai/Causeway Bay, Hong Kong Island
GRAMERCY 瑧環,12000000.0,1.0,1.0,36.88, Mid Level West, Hong Kong Island
Grand Scholar 博仕臺,11500000.0,2.0,1.0,46.36, Kennedy Town/Sai Yin Pun, Hong Kong Island
Island Crest 縉城峰,11500000.0,1.0,1.0,34.75, Kennedy Town/Sai Yin Pun, Hong Kong Island
3 Chico Terrace 芝古臺3號,11500000.0,1.0,1.0,51.28, Mid Level West, Hong Kong Island
Cadogan 加多近山,11500000.0,1.0,1.0,38.28, Kennedy Town/Sai Yin Pun, Hong Kong Island
JADEWATER 南灣御園,11500000.0,3.0,2.0,61.69, Aberdeen/Ap Lei Chau, Hong Kong Island
GRAMERCY 瑧環,11400000.0,1.0,1.0,35.3, Mid Level West, Hong Kong Island
May Mansion 美華閣,11600000.0,1.0,1.0,44.5, Happy Valley/Mid Level East, Hong Kong Island
Fook Kee Court 福祺閣,11000000.0,1.0,2.0,41.53, Mid Level West, Hong Kong Island
ON FUNG BUILDING 安峰大廈,11000000.0,3.0,1.0,50.07, Mid Level West, Hong Kong Island
York Place 莊士敦道22號,11000000.0,1.0,1.0,37.9, Wanchai/Causeway Bay, Hong Kong Island
Aquamarine Garden 海慧花園,11000000.0,2.0,2.0,66.52, Tuen Mun, New Territories West
CARAVAN COURT 嘉年華閣,11000000.0,1.0,1.0,49.24, Mid Level West, Hong Kong Island
THE PIERRE 加冕臺,11000000.0,1.0,1.0,28.52, Mid Level West, Hong Kong Island
Academic Terrace 學士臺,11000000.0,1.0,1.0,49.33, Kennedy Town/Sai Yin Pun, Hong Kong Island
South Bay Villas 南灣新邨,11111111.0,1.0,1.0,23.69, Peak/South, Hong Kong Island
Tim Po Court 添寶閣,10800000.0,3.0,1.0,47.66, Mid Level West, Hong Kong Island
The Metropolis Residence 都會軒,10800000.0,2.0,1.0,43.76, Hung Hum, Kowloon
Mayfair by the Sea 逸瓏灣,10800000.0,2.0,1.0,59.18, Tai Po Market/Tai Wo, New Territories East
Mayfair by the Sea 逸瓏灣,10800000.0,2.0,1.0,59.18, Tai Po Market/Tai Wo, New Territories East
May Mansion 美華閣,10900000.0,1.0,1.0,44.5, Happy Valley/Mid Level East, Hong Kong Island
Paterson Building 百德大廈,10500000.0,3.0,1.0,63.92, Wanchai/Causeway Bay, Hong Kong Island
PARK HEIGHT 柏苑,10500000.0,2.0,1.0,38.74, Mid Level West, Hong Kong Island
GRAMERCY 瑧環,10500000.0,1.0,1.0,32.52, Mid Level West, Hong Kong Island
Lo So Shing 蘆鬚城,10500000.0,4.0,3.0,161.19, Lamma Island, New Territories West
Lechler Court 麗恩閣,10500000.0,2.0,1.0,41.99, Kennedy Town/Sai Yin Pun, Hong Kong Island
Lo So Shing 蘆鬚城,10500000.0,4.0,3.0,161.19, Lamma Island, New Territories West
Tim Po Court 添寶閣,10300000.0,3.0,2.5,45.8, Mid Level West, Hong Kong Island
1 U Lam Terrace 裕林臺 1 號,10200000.0,1.0,1.0,54.81, Sheung Wan/Central/Admiralty, Hong Kong Island
Wilton Place 蔚庭軒,10200000.0,2.0,1.0,41.43, Mid Level West, Hong Kong Island
GRAMERCY 瑧環,10500000.0,,1.0,27.5, Mid Level West, Hong Kong Island
33-35 Robinson Road 羅便臣道33-35號,10500000.0,2.0,1.0,53.98, Mid Level West, Hong Kong Island
64 Centre Street 正街64號,10000000.0,2.0,1.0,48.77, Kennedy Town/Sai Yin Pun, Hong Kong Island
Jadeview Court 佳景閣,10000000.0,2.0,2.0,43.2, Kennedy Town/Sai Yin Pun, Hong Kong Island
J Residence 嘉薈軒,10000000.0,1.0,1.0,40.78, Wanchai/Causeway Bay, Hong Kong Island
KAM FUNG MANSION 金風大廈,10000000.0,2.0,1.0,39.76, Sheung Wan/Central/Admiralty, Hong Kong Island
Cadogan 加多近山,10000000.0,1.0,1.0,38.28, Kennedy Town/Sai Yin Pun, Hong Kong Island
Jadestone Court 寶玉閣,9900000.0,1.0,1.0,34.37, Mid Level West, Hong Kong Island
ALL FIT GARDEN 百合苑,9900000.0,1.0,1.0,38.74, Mid Level West, Hong Kong Island
Wing Fung Building 榮豐大樓,9830000.0,4.0,,70.98, Tsimshatsui/Jordan, Kowloon
Hung Shing Ye 洪聖爺,9800000.0,3.0,3.0,130.06, Lamma Island, New Territories West
South Horizons 海怡半島,9800000.0,2.0,1.0,53.98, Aberdeen/Ap Lei Chau, Hong Kong Island
Tong Nam Mansion 東南大廈,9800000.0,,1.0,41.71, Kennedy Town/Sai Yin Pun, Hong Kong Island
ON FUNG BUILDING 安峰大廈,9800000.0,1.0,1.0,44.87, Mid Level West, Hong Kong Island
Mayfair by the Sea 逸瓏灣,9800000.0,2.0,1.0,59.37, Tai Po Market/Tai Wo, New Territories East
JADEWATER 南灣御園,9700000.0,2.0,1.0,48.5, Aberdeen/Ap Lei Chau, Hong Kong Island
Sussex Court 海雅閣,9700000.0,1.0,1.0,41.34, Mid Level West, Hong Kong Island
One Pacific Heights 盈峰一號,9700000.0,1.0,1.0,36.98, Sheung Wan/Central/Admiralty, Hong Kong Island
GRAMERCY 瑧環,9990000.0,1.0,1.0,32.52, Mid Level West, Hong Kong Island
Discovery Bay 愉景灣,9600000.0,2.0,1.0,64.01, Discovery Bay/Islands, New Territories West
Woodland Court 福臨閣,9500000.0,1.0,1.0,36.98, Mid Level West, Hong Kong Island
Po Hing Mansion 寶慶大廈,9500000.0,1.0,1.0,44.31, Sheung Wan/Central/Admiralty, Hong Kong Island
CAINE BUILDING 廣堅大廈,9500000.0,2.0,1.0,40.51, Mid Level West, Hong Kong Island
Cadogan 加多近山,9500000.0,1.0,1.0,32.42, Kennedy Town/Sai Yin Pun, Hong Kong Island
Cadogan 加多近山,9380000.0,1.0,1.0,32.42, Kennedy Town/Sai Yin Pun, Hong Kong Island
Dawning Height 匡景居,9300000.0,2.0,1.0,32.7, Mid Level West, Hong Kong Island
South Horizons 海怡半島,9200000.0,2.0,1.0,50.63, Aberdeen/Ap Lei Chau, Hong Kong Island
ALL FIT GARDEN 百合苑,9200000.0,1.0,1.0,36.88, Mid Level West, Hong Kong Island
Bellevue Place 御林豪庭,9180000.0,2.0,1.0,35.02, Mid Level West, Hong Kong Island
Warrenwoods 尚巒,9100000.0,1.0,1.0,35.67, Wanchai/Causeway Bay, Hong Kong Island
Hip Sang Building 協生大廈,9000000.0,2.0,1.0,50.91, Wanchai/Causeway Bay, Hong Kong Island
Harbour View Garden 海怡花園,9000000.0,2.0,1.0,37.35, Kennedy Town/Sai Yin Pun, Hong Kong Island
Chung Wui Mansion (Apartments) 中匯大樓,9000000.0,2.0,1.0,48.31, Wanchai/Causeway Bay, Hong Kong Island
Manrich Court 萬豪閣,9000000.0,1.0,1.0,38.93, Wanchai/Causeway Bay, Hong Kong Island
GRAMERCY 瑧環,8880000.0,,1.0,27.5, Mid Level West, Hong Kong Island
J Residence 嘉薈軒,8800000.0,1.0,1.0,34.1, Wanchai/Causeway Bay, Hong Kong Island
Hang Sing Mansion 恆陞大樓,8800000.0,1.0,1.0,37.63, Kennedy Town/Sai Yin Pun, Hong Kong Island
Million City,8600000.0,2.0,1.0,34.75, Sheung Wan/Central/Admiralty, Hong Kong Island
Orlins Court 雅蘭閣,8500000.0,1.0,1.0,47.94, Kennedy Town/Sai Yin Pun, Hong Kong Island
GRANDVIEW GARDEN 雍翠臺,8500000.0,1.0,1.0,35.4, Sheung Wan/Central/Admiralty, Hong Kong Island
Glenealy Building 樹福大廈,8500000.0,1.0,1.0,34.75, Sheung Wan/Central/Admiralty, Hong Kong Island
Grand Promenade 嘉亨灣,8500000.0,1.0,1.0,29.17, Lei King Wan/Grand Promenade/Les Saisons/Sai Wan Ho, Hong Kong Island
Bellevue Place 御林豪庭,8500000.0,1.0,1.0,35.02, Mid Level West, Hong Kong Island
ON FUNG BUILDING 安峰大廈,8500000.0,2.0,1.0,39.67, Mid Level West, Hong Kong Island
Caine Tower 景怡居,8500000.0,2.0,1.0,29.64, Sheung Wan/Central/Admiralty, Hong Kong Island
The Met Sublime 薈瑧,8500000.0,1.0,1.0,30.47, Kennedy Town/Sai Yin Pun, Hong Kong Island
The Met Sublime 薈瑧,8500000.0,1.0,1.0,30.47, Kennedy Town/Sai Yin Pun, Hong Kong Island
40-42 Gough Street 歌賦街40-42號,8380000.0,1.0,1.0,36.33, Sheung Wan/Central/Admiralty, Hong Kong Island
One Pacific Heights,8500000.0,1.0,1.0,37.25, Sheung Wan/Central/Admiralty, Hong Kong Island
FAIRVIEW HEIGHT 輝煌臺,8200000.0,2.0,1.0,32.98, Mid Level West, Hong Kong Island
Jovial Court Peninsula,8200000.0,2.0,2.0,70.14, Discovery Bay/Islands, New Territories West
Central Mansion 中央大廈,8380000.0,1.0,1.0,44.04, Sheung Wan/Central/Admiralty, Hong Kong Island
Central Mansion 中央大廈,8380000.0,1.0,1.0,44.04, Sheung Wan/Central/Admiralty, Hong Kong Island
COMFORT CENTRE 港暉中心,8100000.0,3.0,1.0,47.85, Aberdeen/Ap Lei Chau, Hong Kong Island
Bohemian House 瑧璈,8100000.0,,1.0,27.59, Kennedy Town/Sai Yin Pun, Hong Kong Island
Jadestone Court 寶玉閣,8100000.0,1.0,1.0,34.37, Mid Level West, Hong Kong Island
True Light Building 真光大廈,8000000.0,1.0,1.0,38.74, Kennedy Town/Sai Yin Pun, Hong Kong Island
Park Island 珀麗灣,8000000.0,2.0,1.0,54.16, Ma Wan/Park Island, New Territories West
The Hudson 浚峰,8000000.0,1.0,1.0,29.91, Kennedy Town/Sai Yin Pun, Hong Kong Island
50-52 Morrison Hill Road 摩理臣山道50-52號,7990000.0,2.0,1.0,41.71, Wanchai/Causeway Bay, Hong Kong Island
CHEONG WAN MANSION 昌運大廈,7980000.0,1.0,1.0,32.7, Kennedy Town/Sai Yin Pun, Hong Kong Island
Flora Court 富萊閣,7980000.0,1.0,1.0,30.94, Mid Level West, Hong Kong Island
GOLDEN PAVILION 金庭居,7980000.0,,1.0,28.24, Mid Level West, Hong Kong Island
Belvedere Garden 麗城花園,7900000.0,3.0,2.0,62.06, Tsuen Wan, New Territories West
Kelford Mansion 啟發大廈,7880000.0,1.0,1.0,35.3, Sheung Wan/Central/Admiralty, Hong Kong Island
Nam Hung Mansion 南雄大廈,7880000.0,1.0,1.0,38.37, Kennedy Town/Sai Yin Pun, Hong Kong Island
Jadestone Court 寶玉閣,7800000.0,1.0,1.0,30.84, Mid Level West, Hong Kong Island
St. Louis Mansion 雨時大廈,7800000.0,,1.0,28.43, Mid Level Central, Hong Kong Island
Midland Court 美蘭閣,7800000.0,,1.0,33.54, Mid Level West, Hong Kong Island
Goodwill Garden 康和花園,7800000.0,1.0,1.0,29.54, Kennedy Town/Sai Yin Pun, Hong Kong Island
Bayview,8000000.0,1.0,1.0,36.7, Peak/South, Hong Kong Island
Woodland Court ???,7750000.0,2.0,1.0,30.57, Mid Level West, Hong Kong Island
Midland Court 美蘭閣,7600000.0,1.0,1.0,30.29, Mid Level West, Hong Kong Island
Bella Vista 蔚晴軒,7580000.0,2.0,1.0,30.57, Mid Level West, Hong Kong Island
Cartwright Gardens 嘉威花園,7800000.0,1.0,1.0,32.14, Sheung Wan/Central/Admiralty, Hong Kong Island
GRANDVIEW GARDEN 雍翠臺,7500000.0,1.0,1.0,34.93, Sheung Wan/Central/Admiralty, Hong Kong Island
Ying Pont Building 英邦大廈,7500000.0,2.0,1.0,29.82, Mid Level West, Hong Kong Island
Scholar Court 文豪花園,7500000.0,1.0,1.0,30.84, Kennedy Town/Sai Yin Pun, Hong Kong Island
THE SPECTRA 朗屏8號,7500000.0,2.0,1.0,44.97, Yuen Long, New Territories West
NAPA,7500000.0,2.0,1.0,44.5, Tuen Mun, New Territories West
EIVISSA CREST 尚嶺,7480000.0,,1.0,28.43, Mid Level West, Hong Kong Island
Po Hing Mansion 普慶大廈,7400000.0,2.0,1.0,40.13, Mid Level West, Hong Kong Island
Woodland Court 福臨閣,7300000.0,,1.0,33.82, Mid Level West, Hong Kong Island
Po Hing Court 普慶閣,7300000.0,,1.0,27.96, Sheung Wan/Central/Admiralty, Hong Kong Island
Villa Serene 兆和軒,7300000.0,,1.0,26.57, Sheung Wan/Central/Admiralty, Hong Kong Island
Bohemian House 瑧璈,7280000.0,,1.0,27.59, Kennedy Town/Sai Yin Pun, Hong Kong Island
Tai Hing Building 太慶大廈,7200000.0,1.0,1.0,24.62, Sheung Wan/Central/Admiralty, Hong Kong Island
Po Hing Court 普慶閣,7200000.0,,1.0,28.24, Sheung Wan/Central/Admiralty, Hong Kong Island
Kiu Fat Building 僑發大廈,7200000.0,2.0,1.0,32.61, Sheung Wan/Central/Admiralty, Hong Kong Island
Caine Tower 景怡居,7200000.0,,1.0,29.64, Sheung Wan/Central/Admiralty, Hong Kong Island
Harbour Industrial Centre 港灣工貿中心,7288800.0,,,67.54, Aberdeen/Ap Lei Chau, Hong Kong Island
Ying Pont Building 英邦大廈,7000000.0,1.0,1.0,24.15, Mid Level West, Hong Kong Island
Park Island 珀麗灣,7000000.0,2.0,1.0,51.56, Ma Wan/Park Island, New Territories West
Garley Building 嘉利大廈,7000000.0,1.0,1.0,30.66, Sheung Wan/Central/Admiralty, Hong Kong Island
Yue On Building 裕安大樓,6980000.0,,1.0,34.47, Wanchai/Causeway Bay, Hong Kong Island
Midland Centre 中源中心,6980000.0,2.0,1.0,30.75, Sheung Wan/Central/Admiralty, Hong Kong Island
